id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
98921,mcq,"Look at the counting lines below and pick the one that ends at 7 after two jumps: start at 5, jump 1, jump 1.",math,,grade kg,global,Numbers 6-10,Counting to 10,"Students can represent numbers 6 to 10 using fingers, objects, or drawings",analyze,medium,2.0,"[{""text"":""5, 6, 7"",""correct"":true},{""text"":""5, 7, 8"",""correct"":false},{""text"":""5, 6, 8"",""correct"":false},{""text"":""5, 5, 7"",""correct"":false}]","Nice work! One jump from 5 goes to 6, and one more jump goes to 7.","{""focus"":""error_correction"",""grade"":""KG"",""topic"":""Numbers 6–10"",""subject"":""Maths"",""subtopic"":""Counting to 10"",""questionType"":""mcq"",""questionNumber"":""Q44"",""learning_objective"":""Students can represent numbers 6 to 10 using fingers, objects, or drawings""}",2026-05-21T11:11:36.864Z,2026-05-21T11:11:37.609Z,34,mcq for Numbers 6-10
99156,mcq,A toy shelf has 6 cars on the top shelf and 1 more car on the bottom shelf. Which numeral matches all the cars?,math,,grade kg,global,Numbers 6-10,Comparing Numbers to 10,Students can match a numeral to a set of objects up to 10,apply,medium,2.0,"[{""text"":""7"",""correct"":true},{""text"":""6"",""correct"":false},{""text"":""8"",""correct"":false},{""text"":""10"",""correct"":false}]","Count all the cars: 6 cars and 1 more car make 7 cars. So the numeral 7 matches the whole set. 6 counts only the top shelf, and 8 or 10 are too many.","{""focus"":""multi_step_application"",""grade"":""KG"",""topic"":""Numbers 6–10"",""subject"":""Maths"",""subtopic"":""Comparing Numbers to 10"",""questionType"":""mcq"",""questionNumber"":""Q31"",""learning_objective"":""Students can match a numeral to a set of objects up to 10""}",2026-05-21T11:11:40.996Z,2026-05-21T11:11:41.081Z,35,mcq for Numbers 6-10
99066,mcq,Plate A has 9 cookies and Plate B has 7 cookies. Which statement gives the correct comparison and the best reason?,math,,grade kg,global,Numbers 6-10,Comparing Numbers to 10,Students can compare two numbers within 10 and state which is greater,evaluate,hard,3.0,"[{""text"":""7 is greater because it is on Plate B."",""correct"":false},{""text"":""9 is greater because 9 is 2 more than 7."",""correct"":true},{""text"":""They are equal because both plates have cookies."",""correct"":false},{""text"":""7 is greater because it is counted after 6."",""correct"":false}]","9 is greater because 9 is 2 more than 7. That directly compares the two numbers. The plate name does not affect the amount. Both plates having cookies does not make the numbers equal. It is true that 7 comes after 6, but that does not show that 7 is greater than 9.","{""focus"":""compare_methods"",""grade"":""KG"",""topic"":""Numbers 6–10"",""subject"":""Maths"",""subtopic"":""Comparing Numbers to 10"",""questionType"":""mcq"",""questionNumber"":""Q122"",""learning_objective"":""Students can compare two numbers within 10 and state which is greater""}",2026-05-21T11:11:39.716Z,2026-05-21T11:11:39.882Z,36,mcq for Numbers 6-10
99076,mcq,"For 9 toy trains and 10 toy trains, which statement is correct?",math,,grade kg,global,Numbers 6-10,Comparing Numbers to 10,Students can compare two numbers within 10 and state which is greater,evaluate,hard,3.0,"[{""text"":""9 is greater because 9 is the biggest one-digit number."",""correct"":false},{""text"":""10 is greater because 10 comes after 9 when we count, so it is more."",""correct"":true},{""text"":""Both numbers are greater because 9 and 10 are next to each other."",""correct"":false},{""text"":""Neither number is greater because 9 is the last one-digit number."",""correct"":false}]","10 is greater because 10 comes after 9 when we count, so 10 is more. Being the biggest one-digit number does not make 9 greater than 10. Numbers being next to each other does not mean both are greater. And one of the numbers must be greater here, because 9 and 10 are not equal.","{""focus"":""evaluate_a_claim"",""grade"":""KG"",""topic"":""Numbers 6–10"",""subject"":""Maths"",""subtopic"":""Comparing Numbers to 10"",""questionType"":""mcq"",""questionNumber"":""Q129"",""learning_objective"":""Students can compare two numbers within 10 and state which is greater""}",2026-05-21T11:11:39.759Z,2026-05-21T11:11:39.939Z,37,mcq for Numbers 6-10
107484,fitb,"Pick the number that comes after 7 in this counting line: 6, 7, ____, 9, 10.",math,,grade kg,global,Numbers 6-10,Counting to 10,Students can recognise and write numerals 6 to 10,remember,easy,1.0,[],Great job! After 7 comes 8. You are counting so well!,"{""hint"":""Great job! After 7 comes 8. You are counting so well!"",""answer"":""8"",""distractors"":[""6"",""9"",""10""]}",2026-05-21T11:14:20.340Z,2026-05-21T11:14:20.459Z,38,fitb for Numbers 6-10
62313,fitb,9 crayons are drawn. Draw 1 more to make ____.,math,,grade kg,global,Numbers 6-10,Counting to 10,"Students can represent numbers 6 to 10 using fingers, objects, or drawings",apply,medium,3.0,[],"If 1 more is added to 9, the total is 10.","{""hint"":null,""answer"":""10"",""caseSensitive"":false,""acceptableAnswers"":[""10"",""ten""]}",2026-05-21T10:59:24.411Z,2026-05-21T10:59:24.631Z,39,fitb for Numbers 6-10
67516,fitb,🍊🍊🍊🍊🍊🍊 and 🍎🍎🍎🍎🍎🍎🍎🍎 match ____ and 8.,math,,grade kg,global,Numbers 6-10,Comparing Numbers to 10,Students can match a numeral to a set of objects up to 10,understand,medium,3.0,[],The first group has 6 oranges. So the missing numeral is 6.,"{""hint"":""Count the oranges first."",""answer"":""6"",""caseSensitive"":false,""acceptableAnswers"":[""6""]}",2026-05-21T11:00:57.744Z,2026-05-21T11:00:57.887Z,40,fitb for Numbers 6-10
53784,fitb,"10, 8, 9, 7, ____ is missing.",math,,grade kg,global,Numbers 6-10,Counting to 10,Students can recognise and write numerals 6 to 10,analyze,hard,4.0,[],"From 6, 7, 8, 9, 10, the number not shown is 6.","{""hint"":""Think of all the numbers from 6 to 10."",""answer"":""6"",""caseSensitive"":false,""acceptableAnswers"":[""6""]}",2026-05-21T10:56:43.063Z,2026-05-21T10:56:43.246Z,41,fitb for Numbers 6-10
105547,drag_drop,"Drag each choice into the correct group: At the playground, 8 children are on the slide line: 🧒 🧒 🧒 🧒 🧒 🧒 🧒 🧒. Pick the number that tells how many children there are.",math,,grade kg,global,Numbers 6-10,Counting to 10,Students can count objects from 6 to 10 accurately,apply,easy,1.0,[],"You did it! There are 8 children in the line, so 8 is correct.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""7""},{""id"":""item_2"",""label"":""8""},{""id"":""item_3"",""label"":""9""},{""id"":""item_4"",""label"":""10""}],""targets"":[{""id"":""target_1"",""label"":""Correct answer""},{""id"":""target_2"",""label"":""Not correct""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_2""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""}],""scoringGuidance"":""You did it! There are 8 children in the line, so 8 is correct.""}",2026-05-21T11:13:39.632Z,2026-05-21T11:13:39.743Z,42,drag_drop for Numbers 6-10
62321,drag_drop,Put only 8 in the 8 box. Put the others in Not 8.,math,,grade kg,global,Numbers 6-10,Counting to 10,"Students can represent numbers 6 to 10 using fingers, objects, or drawings",apply,medium,3.0,[],Count each toy group. Only the groups with 8 go in the 8 box.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""⚽⚽⚽⚽⚽⚽⚽⚽""},{""id"":""item_2"",""label"":""🧱🧱🧱🧱🧱🧱🧱""},{""id"":""item_3"",""label"":""🧸🧸🧸🧸🧸🧸🧸🧸""},{""id"":""item_4"",""label"":""🚂🚂🚂🚂🚂🚂""}],""labels"":{""end"":null,""start"":null,""instruction"":""Find 8.""},""targets"":[{""id"":""target_1"",""label"":""8""},{""id"":""target_2"",""label"":""Not 8""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T10:59:24.633Z,2026-05-21T10:59:24.914Z,43,drag_drop for Numbers 6-10
78503,drag_drop,"Finish the boxes. Put each card in 6, 8, or 10.",math,,grade kg,global,Numbers 6-10,Counting to 10,Students can count objects from 6 to 10 accurately,analyze,hard,4.0,[],"Look at each card and count the objects carefully. Then place it into the box labeled 6, 8, or 10.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""🔑🔑🔑🔑🔑🔑""},{""id"":""item_2"",""label"":""💎💎💎💎💎💎💎💎""},{""id"":""item_3"",""label"":""🪙🪙🪙🪙🪙🪙🪙🪙🪙🪙""},{""id"":""item_4"",""label"":""🗺️🗺️🗺️🗺️🗺️🗺️""},{""id"":""item_5"",""label"":""💎💎💎💎💎💎💎💎""},{""id"":""item_6"",""label"":""🔑🔑🔑🔑🔑🔑🔑🔑🔑🔑""}],""labels"":{""end"":null,""start"":null,""instruction"":""Count and place.""},""targets"":[{""id"":""target_1"",""label"":""6""},{""id"":""target_2"",""label"":""8""},{""id"":""target_3"",""label"":""10""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_1""},{""itemId"":""item_5"",""targetId"":""target_2""},{""itemId"":""item_6"",""targetId"":""target_3""}]}",2026-05-21T11:04:10.164Z,2026-05-21T11:04:10.306Z,44,drag_drop for Numbers 6-10
44742,drag_drop,"Put each pair in the right box: bigger number is 7, 9, or 10.",math,,grade kg,global,Numbers 6-10,Comparing Numbers to 10,Students can compare two numbers within 10 and state which is greater,evaluate,hard,4.0,[],Each pair belongs in the box named by its greater number. Compare carefully before you move it.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""6 and 7""},{""id"":""item_2"",""label"":""8 and 9""},{""id"":""item_3"",""label"":""10 and 8""},{""id"":""item_4"",""label"":""7 and 6""},{""id"":""item_5"",""label"":""9 and 7""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort the pairs.""},""targets"":[{""id"":""target_1"",""label"":""7""},{""id"":""target_2"",""label"":""9""},{""id"":""target_3"",""label"":""10""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_1""},{""itemId"":""item_5"",""targetId"":""target_2""}]}",2026-05-21T10:54:02.750Z,2026-05-21T10:54:02.924Z,45,drag_drop for Numbers 6-10
103065,mcq,"Choose the row of numbers that matches smallest to largest for 7, 1, 4.",math,,grade kg,global,Comparing Numbers,"Greater Than, Less Than, Equal To",Students can order three numbers from smallest to largest,apply,easy,1.0,"[{""text"":""4, 1, 7"",""correct"":false},{""text"":""1, 7, 4"",""correct"":false},{""text"":""1, 4, 7"",""correct"":true},{""text"":""7, 4, 1"",""correct"":false}]","You got it! 1 is the smallest, then 4, then 7. So 1, 4, 7 is correct.","{""focus"":""ordering three numbers"",""grade"":""KG"",""topic"":""Comparing Numbers"",""subject"":""Maths"",""subtopic"":""Greater Than, Less Than, Equal To"",""questionType"":""mcq"",""questionNumber"":""Q20"",""learning_objective"":""Students can order three numbers from smallest to largest""}",2026-05-21T11:12:52.500Z,2026-05-21T11:12:52.607Z,46,mcq for Comparing Numbers
103216,mcq,A bunny has 8 carrots. Then it finds 1 more carrot. Choose how many carrots the bunny has now.,math,,grade kg,global,Comparing Numbers,"One More, One Less",Students can identify the number that is one more than a given number within 10,apply,easy,1.0,"[{""text"":""7"",""correct"":false},{""text"":""8"",""correct"":false},{""text"":""9"",""correct"":true},{""text"":""10"",""correct"":false}]",Hooray! 8 and 1 more makes 9. You counted on perfectly.,"{""focus"":""one more in a simple story"",""grade"":""KG"",""topic"":""Comparing Numbers"",""subject"":""Maths"",""subtopic"":""One More, One Less"",""questionType"":""mcq"",""questionNumber"":""Q21"",""learning_objective"":""Students can identify the number that is one more than a given number within 10""}",2026-05-21T11:12:55.004Z,2026-05-21T11:12:55.077Z,47,mcq for Comparing Numbers
103225,mcq,Compare the numbers and choose the one that is one more than 8.,math,,grade kg,global,Comparing Numbers,"One More, One Less",Students can identify the number that is one more than a given number within 10,remember,easy,1.0,"[{""text"":""7"",""correct"":false},{""text"":""8"",""correct"":false},{""text"":""9"",""correct"":true},{""text"":""10"",""correct"":false}]",Nice job! One more than 8 is 9. The number goes up by 1.,"{""focus"":""judge correct next number"",""grade"":""KG"",""topic"":""Comparing Numbers"",""subject"":""Maths"",""subtopic"":""One More, One Less"",""questionType"":""mcq"",""questionNumber"":""Q30"",""learning_objective"":""Students can identify the number that is one more than a given number within 10""}",2026-05-21T11:12:55.120Z,2026-05-21T11:12:55.203Z,48,mcq for Comparing Numbers
103377,mcq,A plate has 10 shells. One shell is taken away. Which answer shows how many shells are left?,math,,grade kg,global,Comparing Numbers,"One More, One Less",Students can identify the number that is one less than a given number within 10,apply,medium,2.0,"[{""text"":""9"",""correct"":true},{""text"":""10"",""correct"":false},{""text"":""8"",""correct"":false},{""text"":""11"",""correct"":false}]","One less than 10 means take away 1 from 10, and that gives 9. 10 means no shell was taken away, 8 is two less, and 11 is one more.","{""focus"":""operation_reasoning"",""grade"":""KG"",""topic"":""Comparing Numbers"",""subject"":""Maths"",""subtopic"":""One More, One Less"",""questionType"":""mcq"",""questionNumber"":""Q110"",""learning_objective"":""Students can identify the number that is one less than a given number within 10""}",2026-05-21T11:12:57.909Z,2026-05-21T11:12:58.104Z,49,mcq for Comparing Numbers
103369,mcq,"Choose the equation that matches this crayon box clue: there are 7 crayons, 1 is taken out, and the answer is the number right before 7.",math,,grade kg,global,Comparing Numbers,"One More, One Less",Students can identify the number that is one less than a given number within 10,apply,medium,2.0,"[{""text"":""7 + 1 = 8"",""correct"":false},{""text"":""7 - 1 = 6"",""correct"":true},{""text"":""7 - 1 = 7"",""correct"":false},{""text"":""7 - 1 = 5"",""correct"":false}]","Wonderful! Taking 1 out means subtract 1, so 7 - 1 = 6. That is the number before 7.","{""focus"":""operation_reasoning"",""grade"":""KG"",""topic"":""Comparing Numbers"",""subject"":""Maths"",""subtopic"":""One More, One Less"",""questionType"":""mcq"",""questionNumber"":""Q105"",""learning_objective"":""Students can identify the number that is one less than a given number within 10""}",2026-05-21T11:12:57.792Z,2026-05-21T11:12:58.035Z,50,mcq for Comparing Numbers
